Rank,Journal Name,JIF 2024,JIF Quartile,Areas,Publisher,Country,JIF Rank,5-Year JIF,JCI,ISSN,eISSN,Abbreviated Journal,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Without Self-Cites,JCR Year
17542,Cukurova University Faculty of Education Journal,0.4,Q4,,CUKUROVA UNIV,,608/756,0.5,0.14,1302-9967,1302-9967,CUKUROVA UNIV FAC ED,229,47,47,5.7,10.9,0.4,2024
17542,Eurasian Journal of Mathematical and Computer Applications,0.4,Q4,Computer Science; Mathematics,L N GUMILYOV EURASIAN NATL UNIV,Kazakhstan,124/136,0.6,0.14,2306-6172,2308-9822,EURASIAN J MATH COMP,116,44,45,4.5,8.6,0.3,2024
17542,FOOD AND DRUG LAW JOURNAL,0.4,Q3,"Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences",FOOD DRUG LAW INST,United States,250/434,0.4,0.14,1064-590X,1064-590X,FOOD DRUG LAW J,201,0,0,12.5,,0.4,2024
17542,International Journal of Athletic Therapy & Training,0.4,Q4,Health Professions; Medicine,HUMAN KINETICS PUBL INC,United States,124/133,0.5,0.14,2157-7277,2157-7285,INT J ATHL THER TRAI,270,55,57,6.5,8.2,0.4,2024
17542,ITEA-Informacion Tecnica Economica Agraria,0.4,Q4,"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Veterinary",ASOCIACION INTERPROFESIONAL DESARROLLO AGARIO,Spain,74/86,0.4,0.14,1699-6887,2386-3765,ITEA-INF TEC ECON AG,131,21,21,5.9,7.2,0.3,2024
17542,Journal of Agricultural & Food Information,0.4,Q4,Agricultural and Biological Sciences; Decision Sciences,TAYLOR & FRANCIS,United Kingdom,111/129,1.4,0.14,1049-6505,1540-4722,J AGRIC FOOD INF,186,1,1,7.6,,0.4,2024
17542,Journal of Contemporary Physics-Armenian Academy of Sciences,0.4,Q4,Physics and Astronomy,PLEIADES PUBLISHING INC,United States,99/114,0.3,0.14,1068-3372,1934-9378,J CONTEMP PHYS-ARME+,190,66,66,5.1,13,0.3,2024
17542,Journal of Marine Science and Technology-Taiwan,0.4,Q4,Earth and Planetary Sciences; Engineering,NATL TAIWAN OCEAN UNIV,Japan,148/175,0.5,0.14,1023-2796,2709-6998,J MAR SCI TECH-TAIW,731,28,30,10.3,7,0.3,2024
17542,Journal of Psychiatric Nursing,0.4,Q4,Medicine; Nursing,KARE PUBL,Turkey,265/288,0.9,0.14,2149-374X,2149-374X,J PSYCHIATR NURS,407,36,41,6.1,7.7,0.4,2024
17542,Magis-Revista Internacional de Investigacion en Educacion,0.4,Q4,Social Sciences,"PONTIFICIA UNIV JAVERIANA, FAC EDUC",Colombia,608/756,0.6,0.14,2027-1174,2027-1182,MAGIS,185,22,24,6.6,7.3,0.4,2024
17542,Molbank,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Chemistry",MDPI,Switzerland,54/57,0.4,0.14,,1422-8599,MOLBANK,368,186,186,2.8,9.7,0.3,2024
17542,Oxford Medical Case Reports,0.4,Q3,Immunology and Microbiology; Medicine,OXFORD UNIV PRESS,United States,240/332,0.6,0.14,2053-8855,2053-8855,OXF MED CASE REP,567,162,162,5,8.3,0.4,2024
17542,Physiotherapy Practice and Research,0.4,Q4,Health Professions; Medicine,IOS PRESS,Netherlands,163/173,,0.14,2213-0683,2213-0691,PHYSIOTHER PRACT RES,110,14,17,6.5,8,0.4,2024
17542,Pielegniarstwo XXI Wieku-Nursing in the 21 Century,0.4,Q4,Nursing,Uniwersytet Medyczny Lublinie,Poland,177/192,0.3,0.14,1730-1912,2450-646X,PIELEGNIAR XXI WIEKU,78,52,55,,6.2,0.3,2024
17542,PSYCHIATRIC ANNALS,0.4,Q4,Medicine,SLACK INC,United States,265/288,0.5,0.14,0048-5713,1938-2456,PSYCHIAT ANN,1355,44,51,19.8,6.7,0.4,2024
17542,Russian Journal of Developmental Biology,0.4,Q4,,PLEIADES PUBLISHING INC,,39/39,0.6,0.14,1062-3604,1608-3326,RUSS J DEV BIOL+,338,30,30,9.3,10.9,0.3,2024
17542,Scientific and Technical Information Processing,0.4,Q4,Computer Science,PLEIADES PUBLISHING INC,United States,132/166,0.5,0.14,0147-6882,1934-8118,SCI TECH INF PROCESS,233,78,78,5,6.8,0.3,2024
17542,Studia Quaternaria,0.4,Q4,Earth and Planetary Sciences,"POLISH ACAD SCIENCES, INST GEOLOGICAL SCIENCES",Poland,241/258,0.5,0.14,1641-5558,2300-0384,STUD QUAT,97,5,6,,17.7,0.4,2024
17542,African Journal of Information Systems,0.4,Q4,,KENNESAW STATE UNIV,,248/258,0.7,0.13,1936-0282,1936-0282,AFR J INF SYST,102,10,11,6.2,6.8,0.4,2024
17542,AKTUELLE UROLOGIE,0.4,Q4,Medicine,GEORG THIEME VERLAG KG,Germany,123/133,0.3,0.13,0001-7868,1438-8820,AKTUEL UROL,156,40,42,6.2,6.5,0.4,2024
17542,BOSQUE,0.4,Q4,Agricultural and Biological Sciences,"UNIV AUSTRAL CHILE, FAC CIENCIAS FORESTALES",Chile,82/92,0.6,0.13,0717-9200,0717-9200,BOSQUE,553,39,42,10,10.4,0.4,2024
17542,British Columbia Medical Journal,0.4,Q3,Medicine,BRITISH COLUMBIA MEDICAL ASSOCIATION,Canada,240/332,0.6,0.13,0007-0556,0007-0556,B C MED J,215,17,28,6.5,7.5,0.4,2024
17542,Cadernos Gestao Publica e Cidadania,0.4,Q4,,FUNDACAO GETULIO VARGAS ESCOLA ADM EMPRESAS SAO PAULO,,80/90,0.3,0.13,1806-2261,2236-5710,CAD GEST PUBLICA CID,71,45,46,,8.2,0.4,2024
17542,Communitas,0.4,Q4,Social Sciences,UNIV ORANGE FREE STATE,South Africa,183/227,0.4,0.13,1023-0556,2415-0525,COMMUNITAS,62,12,12,,8.3,0.4,2024
17542,CYTOLOGIA,0.4,Q4,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",UNIV TOKYO CYTOLOGIA,Japan,189/191,0.5,0.13,0011-4545,0011-4545,CYTOLOGIA,879,45,46,19.6,16.9,0.3,2024
17542,Dusunen Adam-Journal of Psychiatry and Neurological Sciences,0.4,Q4,Medicine,KARE PUBL,Turkey,265/288,1.0,0.13,1018-8681,1309-5749,DUSUNEN ADAM,451,16,17,7,12.4,0.3,2024
17542,INTERNATIONAL JOURNAL OF IBERIAN STUDIES,0.4,Q3,Arts and Humanities; Social Sciences,INTELLECT LTD,United Kingdom,184/271,0.4,0.13,1364-971X,1758-9150,INT J IBER STUD,84,10,10,,10.6,0.4,2024
17542,International Journal of Psychology and Psychological Therapy,0.4,Q4,Psychology,ASOC ANALISIS COMPORTAMIENTO,Spain,190/221,0.8,0.13,1577-7057,1989-2780,INT J PSYCHOL PSYCHO,437,19,21,10.9,13,0.3,2024
17542,Inzynieria Mineralna-Journal of the Polish Mineral Engineering Society,0.4,Q4,Earth and Planetary Sciences,POLISH MINERAL ENG SOC,Poland,32/33,0.4,0.13,1640-4920,1640-4920,INZ MINER,288,113,114,4.7,11.7,0.4,2024
17542,Journal of Computational Methods in Sciences and Engineering,0.4,Q4,Computer Science; Engineering; Mathematics,IOS PRESS,Netherlands,148/175,0.4,0.13,1472-7978,1875-8983,J COMPUT METHODS SCI,499,220,222,3.6,4,0.4,2024
17542,Journal of Investing,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance",PAGEANT MEDIA LTD,United Kingdom,205/241,0.5,0.13,1068-0896,2168-8613,J INVEST,444,52,52,12.7,14.3,0.3,2024
17542,Journal of Polytechnic-Politeknik Dergisi,0.4,Q4,,GAZI UNIV,,148/175,0.5,0.13,1302-0900,2147-9429,J POLYTECH,620,161,167,3.8,6.8,0.3,2024
17542,JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,0.4,Q4,Chemical Engineering; Chemistry; Materials Science,SOC LEATHER TECHNOL CHEMISTS,United Kingdom,28/31,0.3,0.13,0144-0322,0144-0322,J SOC LEATH TECH CH,328,31,32,16.7,9.1,0.2,2024
17542,Journal of Turkish Sleep Medicine-Turk Uyku Tibbi Dergisi,0.4,Q4,,GALENOS PUBL HOUSE,,274/285,0.5,0.13,2148-1504,2757-850X,J TURK SLEEP MED,113,26,31,4.5,9.1,0.3,2024
17542,Management-Poland,0.4,Q4,,UNIV ZIELONA GORA PRESS,,388/420,0.7,0.13,1429-9321,2299-193X,MANAGE-POL,194,36,37,6.7,7.6,0.4,2024
17542,METALURGIJA,0.4,Q4,Engineering; Materials Science; Physics and Astronomy,CROATIAN METALLURGICAL SOC,Croatia,92/96,0.4,0.13,0543-5846,1334-2576,METALURGIJA,776,117,119,8.9,7.4,0.3,2024
17542,P-Adic Numbers Ultrametric Analysis and Applications,0.4,Q4,Mathematics,PLEIADES PUBLISHING INC,United States,124/136,0.4,0.13,2070-0466,2070-0474,P-ADIC NUMBERS ULTRA,194,25,25,9.2,15.1,0.3,2024
17542,Pneumon,0.4,Q4,Medicine,EUROPEAN PUBLISHING,Greece,100/108,0.4,0.13,1105-848X,1791-4914,PNEUMON,54,34,40,,6,0.4,2024
17542,Revista Cientifica,0.4,Q4,,"UNIV DISTRITAL FRANCISCO JOSE DE CALDAS, CENTRO INVEST & DESARROLLO CIENT",,77/86,0.4,0.13,0124-2253,2344-8350,REV CIENT-COLOMBIA,117,14,15,5.1,6,0.4,2024
17542,Scientific Papers-Series D-Animal Science,0.4,Q4,,UNIV AGRONOMIC SCIENCES & VETERINARY MEDICINE BUCHAREST - USAMV,,74/86,0.3,0.13,2285-5750,2393-2260,SCI PAP-SER D-ANIM S,372,173,182,3.6,9.2,0.2,2024
17542,Sociologija,0.4,Q4,Social Sciences,"UNIV BELGRADE, FAC PHILOSOPHY",Serbia,177/219,0.3,0.13,0038-0318,0038-0318,SOCIOLOGIJA,122,25,29,7.6,14.5,0.3,2024
17542,Sosyoekonomi,0.4,Q4,"Economics, Econometrics and Finance; Social Sciences",SOSYOEKONOMI SOC,Turkey,530/617,0.4,0.13,1305-5577,1305-5577,SOSYOEKONOMI,238,85,85,4,9.9,0.3,2024
17542,Sumarski List,0.4,Q4,Agricultural and Biological Sciences,CROATIAN FORESTRY SOC,Croatia,82/92,0.4,0.13,0373-1332,1846-9140,SUMAR LIST,317,36,39,8,12.2,0.3,2024
17542,WIENER TIERARZTLICHE MONATSSCHRIFT,0.4,Q4,Veterinary,B W K PUBLISHING SOLUTIONS & VERLAG,Austria,143/170,0.3,0.13,0043-535X,,WIEN TIERARZTL MONAT,221,13,13,13.7,13.3,0.2,2024
17542,Acta Phytotaxonomica et Geobotanica,0.4,Q4,Agricultural and Biological Sciences; Environmental Science,"JAPANESE SOC PLANT SYSTEMATICS, UNIV TOKYO, GRADUATE SCH",Japan,259/273,0.4,0.12,1346-7565,2189-7042,ACTA PHYTOTAX GEOBOT,226,18,18,19.4,18.8,0.4,2024
17542,ACTA POLONIAE PHARMACEUTICA,0.4,Q4,"Pharmacology, Toxicology and Pharmaceutics",POLSKIE TOWARZYSTWO FARMACEUTYCZNE,Poland,339/352,0.5,0.12,0001-6837,2353-5288,ACTA POL PHARM,1866,45,57,12.3,6.5,0.4,2024
17542,Anuario de Psicologia,0.4,Q4,Medicine; Psychology,"UNIV BARCELONA, FAC PSICOLOGIA",Spain,190/221,0.4,0.12,0066-5126,1988-5253,ANU PSICOL,222,18,18,14.2,7.9,0.4,2024
17542,Asthma Allergy Immunology,0.4,Q4,Immunology and Microbiology; Medicine,Turkish Natl Soc Allergy and Clinical Immunology,Turkey,36/39,0.4,0.12,1308-9234,1308-9234,ASTHMA ALLERGY IMMUN,123,34,40,2.2,7.6,0.2,2024
17542,CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,0.4,Q4,Medicine,CZECH MEDICAL SOC,Czech Republic,280/312,0.3,0.12,1210-7859,1802-4041,CESK SLOV NEUROL N,176,33,43,5.8,7.7,0.2,2024
17542,Civil Szemle,0.4,Q4,Social Sciences,UJ MANDATUM KONYVKIADO,Hungary,80/90,0.4,0.12,1786-3341,1786-3341,CIV SZLE,130,42,42,2.7,7.8,0.1,2024
17542,Connectist-Istanbul University Journal of Communication Sciences,0.4,Q4,,"ISTANBUL UNIV, FAC COMMUNICATION",,183/227,0.4,0.12,,2636-8943,CONNECTIST,37,16,16,,7.9,0.4,2024
17542,Diabetes Mellitus,0.4,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine",ENDOCRINOLOGY RESEARCH CENTRE,Russian Federation,181/191,0.3,0.12,2072-0351,2072-0378,DIABETES MELLIT,179,59,66,4.5,5.8,0.3,2024
17542,Direccion y Organizacion,0.4,Q4,"Business, Management and Accounting; Engineering",UNIV POLITECNICA MADRID-CEPADE,Spain,388/420,0.5,0.12,1132-175X,2171-6323,DIR ORGAN,95,21,22,,8.9,0.4,2024
17542,Ekonomska Misao i Praksa-Economic Thought and Practice,0.4,Q4,"Economics, Econometrics and Finance; Social Sciences",UNIV DUBROVNIK,Croatia,530/617,0.5,0.12,1330-1039,1848-963X,EKON MISAO PRAKSA,126,28,30,5.1,9.2,0.2,2024
17542,Eksperimentalnaya Psikhologiya,0.4,Q4,Psychology,MOSCOW STATE UNIV PSYCHOLOGY & EDUCATION,Russian Federation,102/102,0.3,0.12,2072-7593,2311-7036,EKSP PSIKHOLOGIYA,171,57,57,4.4,9.2,0.2,2024
17542,Indonesian Journal of Geoscience,0.4,Q4,Earth and Planetary Sciences,GEOLOGICAL AGENCY,Indonesia,241/258,0.5,0.12,2355-9314,2355-9306,INDONES J GEOSCI,136,27,28,5.1,13.1,0.3,2024
17542,Ingenieria del Agua,0.4,Q4,,"UNIV POLITECNICA VALENCIA, EDITORIAL UPV",,165/183,0.4,0.12,1134-2196,1886-4996,ING AGUA,111,18,18,8.2,7.3,0.3,2024
17542,International Journal of Theoretical and Applied Finance,0.4,Q4,"Economics, Econometrics and Finance",WORLD SCIENTIFIC PUBL CO PTE LTD,Singapore,205/241,0.5,0.12,0219-0249,1793-6322,INT J THEOR APPL FIN,677,28,29,12.9,12.9,0.4,2024
17542,Journal of Astronomical History and Heritage,0.4,Q4,Arts and Humanities; Physics and Astronomy,Univ Science & Technology China-USTC,China,81/84,0.4,0.12,1440-2807,1440-2807,J ASTRON HIST HERIT,204,49,49,7.7,30.5,0.1,2024
17542,JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY,0.4,Q4,Health Professions; Medicine,SAGE PUBLICATIONS INC,United States,202/212,0.5,0.12,8756-4793,1552-5430,J DIAGN MED SONOG,668,84,87,12.2,7.3,0.3,2024
17542,Journal of Endocrinology Metabolism and Diabetes of South Africa,0.4,Q4,,TAYLOR & FRANCIS,,181/191,0.6,0.12,1608-9677,2220-1009,JEMDSA,138,11,12,7.2,6.7,0.4,2024
17542,Journal of EndoVascular Resuscitation and Trauma Management,0.4,Q4,Medicine,OREBRO UNIV HOSPITAL,Sweden,49/56,0.4,0.12,2002-7567,2002-7567,J ENDOVASC RESUSC TR,48,6,8,,9,0.3,2024
17542,Journal of Energy Markets,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance; Energy",INCISIVE MEDIA,United Kingdom,530/617,0.5,0.12,1756-3607,1756-3615,J ENERGY MARKETS,93,6,6,,9.1,0.4,2024
17542,Multiagent and Grid Systems,0.4,Q4,Computer Science,IOS PRESS,United Kingdom,140/147,0.6,0.12,1574-1702,1875-9076,MULTIAGENT GRID SYST,100,7,9,5.6,3.9,0.4,2024
17542,Organizatsionnaya Psikologiya,0.4,Q4,"Business, Management and Accounting; Psychology",NATL RESEARCH UNIV HIGHER SCH ECONOMICS,Russian Federation,109/115,0.3,0.12,2312-5942,2312-5942,ORGAN PSIKOL,84,22,26,,12.1,0.3,2024
17542,PHYSICS OF ATOMIC NUCLEI,0.4,Q4,Physics and Astronomy,PLEIADES PUBLISHING INC,United States,21/22,0.4,0.12,1063-7788,1562-692X,PHYS ATOM NUCL+,1735,307,307,10.7,11.7,0.3,2024
17542,Politique Europeenne,0.4,Q4,Social Sciences,EDITIONS L HARMATTAN,France,262/322,0.4,0.12,1623-6297,2105-2875,POLIT EUROPEENE,200,13,13,12.1,12.3,0.3,2024
17542,PROSPECTIVA,0.4,Q4,Arts and Humanities; Social Sciences,UNIV VALLE,Italy,82/94,0.5,0.12,0122-1213,2389-993X,PROSPECTIVA,131,25,27,6.8,8.6,0.4,2024
17542,Psychiatry and Behavioral Sciences,0.4,Q4,,YERKURE TANITIM & YAYINCILIK HIZMETLERI A S,,265/288,0.5,0.12,,2636-834X,PSYCHIAT BEHAV SCI,107,22,22,4.1,9.5,0.4,2024
17542,Revista CES Psicologia,0.4,Q4,Psychology,UNIV CES,Colombia,190/221,0.5,0.12,2011-3080,2011-3080,REV CES PSICOL,133,19,21,4.8,8.9,0.4,2024
17542,Revista Finanzas y Politica Economica,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance","UNIV CATOLICA COLOMBIA, FAC ECONOMIA",Colombia,530/617,0.6,0.12,2248-6046,2011-7663,REV FINANZAS POLITIC,79,17,19,,10.2,0.4,2024
17542,Scientia Forestalis,0.4,Q4,Agricultural and Biological Sciences,IPEF-INST PESQUISAS ESTUDOS FLORESTAIS,Brazil,82/92,0.6,0.12,1413-9324,1413-9324,SCI FOR,615,7,7,8.6,9.9,0.4,2024
17542,Upravlenets-The Manager,0.4,Q4,,URAL STATE UNIV ECONOMICS,,388/420,0.3,0.12,2218-5003,2218-5003,UPRAVLENETS,70,35,35,,9.5,0.3,2024
17542,Zeitschrift fur Sportpsychologie,0.4,Q4,Health Professions; Psychology,HOGREFE VERLAG,Germany,109/115,0.6,0.12,1612-5010,2190-6300,Z SPORTPSYCHOL,100,0,0,9.1,,0.4,2024
17542,Actualidades en Psicologia,0.4,Q4,Psychology,"UNIV COSTA RICA, INST INVESTIGACION PSICOLOGICAS",Costa Rica,86/93,0.6,0.11,0258-6444,2215-3535,ACTUAL PSICOL,135,15,17,8.2,8.6,0.3,2024
17542,Annals of Library and Information Studies,0.4,Q4,Computer Science; Social Sciences,NATL INST SCIENCE COMMUNICATION-NISCAIR,India,132/166,0.5,0.11,0972-5423,0975-2404,ANN LIBR INF STUD,172,42,45,8.2,11.3,0.3,2024
17542,Bewegungstherapie und Gesundheitssport,0.4,Q4,,GEORG THIEME VERLAG KG,,124/133,0.3,0.11,1613-0863,1613-3269,BEWEGUNGSTHERAPIE GE,85,30,30,,6.6,0.2,2024
17542,Biochemistry Moscow-Supplement Series B-Biomedical Chemistry,0.4,Q4,"Biochemistry, Genetics and Molecular Biology",MAIK NAUKA-INTERPERIODICA,United States,316/319,0.5,0.11,1990-7508,1990-7516,BIOCHEM MOSC SUPPL B,205,49,49,7.4,8.4,0.4,2024
17542,Chilean Journal of Agricultural & Animal Sciences,0.4,Q4,Agricultural and Biological Sciences,"UNIV CONCEPCION, CAMPUS CHILLAN",Chile,111/129,0.5,0.11,0719-3882,0719-3890,CHIL J AGRIC ANIM SC,155,37,39,5.2,7.9,0.4,2024
17542,Ciencia Animal Brasileira,0.4,Q4,Agricultural and Biological Sciences; Veterinary,UNIV FEDERAL GOIAS,Brazil,143/170,,0.11,1518-2797,1809-6891,CIENC ANIM BRAS,324,62,65,8,9.5,0.4,2024
17542,Ciudades-Revista del Instituto Universitario de Urbanistica de la Universidad de Valladolid,0.4,Q4,Arts and Humanities; Social Sciences,"UNIV VALLADOLID, SECRETARIADO PUBLICACIONES",Spain,65/76,0.5,0.11,1133-6579,2445-3943,CIUDADES,71,13,13,,14.8,0.4,2024
17542,Ethiopian Journal of Health Development,0.4,Q4,Medicine,"ADDIS ABABA UNIV, DEPT COMMUNITY HEALTH",Ethiopia,399/419,0.7,0.11,1021-6790,1021-6790,ETHIOP J HEALTH DEV,840,28,30,10.2,6.3,0.3,2024
17542,European Journal of Tourism Hospitality and Recreation,0.4,Q4,,SCIENDO,,126/139,0.7,0.11,2182-4924,2182-4916,EUR J TOUR HOSP RECR,142,23,23,6.5,6.9,0.3,2024
17542,Geotechnik,0.4,Q4,Earth and Planetary Sciences,ERNST & SOHN,United States,62/65,0.5,0.11,0172-6145,2190-6653,GEOTECHNIK,156,10,21,9.5,12,0.2,2024
17542,Hormigon y Acero,0.4,Q4,Engineering,ASOC ESPANOLA INGENIERIA ESTRUCTURAL-ACHE,Spain,165/183,0.3,0.11,0439-5689,2605-1729,HORMIG ACERO,87,16,17,,11.4,0.4,2024
17542,Hrvatski Geografski Glasnik-Croatian Geographical Bulletin,0.4,Q4,Earth and Planetary Sciences; Social Sciences,CROATIAN GEOGRAPHICAL SOC,Croatia,135/173,0.6,0.11,1331-5854,1848-6401,HRVAT GEORGR GLAS,119,12,12,10.7,12.6,0.4,2024
17542,Iberoamerican Journal of Development Studies,0.4,Q4,Arts and Humanities; Social Sciences,"UNIV ZARAGOZA DEV COOPERATION CHAIR, SPANISH NETWORK DEV STUDIES",Spain,62/65,0.4,0.11,2254-2035,2254-2035,IBEROAM J DEV STUD,61,19,19,,8.8,0.4,2024
17542,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,0.4,Q4,Computer Science; Engineering; Mathematics,IEICE-INST ELECTRONICS INFORMATION COMMUNICATION ENGINEERS,Japan,351/366,0.4,0.11,0916-8508,1745-1337,IEICE T FUND ELECTR,1293,176,176,9.4,7.8,0.4,2024
17542,International Journal on Smart Sensing and Intelligent Systems,0.4,Q4,Engineering,SCIENDO,New Zealand,351/366,0.9,0.11,1178-5608,1178-5608,INT J SMART SENS INT,421,34,38,8.8,5.5,0.3,2024
17542,International Productivity Monitor,0.4,Q4,,CENTRE STUDY LIVING STANDARDS,,530/617,0.9,0.11,1492-9759,1492-9767,INT PRODUCT MONIT,193,11,11,7.4,4.2,0.4,2024
17542,Journal of Health and Allied Sciences NU,0.4,Q3,,THIEME MEDICAL PUBL INC,,240/332,0.4,0.11,2582-4287,2582-4953,J HLTH ALL SCI-INDIA,157,102,105,2.8,8.7,0.4,2024
17542,Journal of Insurance Issues,0.4,Q4,,WESTERN RISK & INSURANCE ASSOC,,205/241,0.7,0.11,1531-6076,2332-4244,J INSUR ISS,95,0,0,,,0.4,2024
17542,Journal of Materials and Engineering Structures,0.4,Q4,,MOULOUD MAMMERI UNIV TIZI-OUZOU,,148/175,0.6,0.11,2170-127X,2170-127X,J MATER ENG STRUCT,191,16,16,5.1,10.9,0.4,2024
17542,Journal of Planning History,0.4,Q4,Social Sciences,SAGE PUBLICATIONS INC,United States,54/55,0.9,0.11,1538-5132,1552-6585,J PLAN HIST,239,11,11,10.1,36.3,0.4,2024
17542,JOURNAL OF SEISMIC EXPLORATION,0.4,Q4,Earth and Planetary Sciences,GEOPHYSICAL PRESS,France,97/100,0.4,0.11,0963-0651,,J SEISM EXPLOR,161,16,17,8.8,8.8,0.3,2024
17542,Journal of the Korean Society for Nondestructive Testing,0.4,Q4,,KOREAN SOC NONDESTRUCTIVE TESTING,,33/37,0.3,0.11,1225-7842,2287-402X,J KOREAN SOC NONDES,140,51,51,5.3,7.1,0.2,2024
17542,Kesmas-National Public Health Journal,0.4,Q4,Medicine,UNIV INDONESIA,Indonesia,399/419,0.5,0.11,1907-7505,2460-0601,KESMAS,193,38,42,4.7,4.9,0.3,2024
17542,Moscow University Physics Bulletin,0.4,Q4,Physics and Astronomy,PLEIADES PUBLISHING INC,United States,99/114,0.4,0.11,0027-1349,1934-8460,MOSC U PHYS B+,496,240,240,5.7,11.1,0.3,2024
17542,OASIS-Observatorio de Analisis de los Sistemas Internacionales,0.4,Q4,,"UNIV EXTERNADO COLOMBIA, DEPT PUBLICACIONES",,140/169,0.4,0.11,1657-7558,2346-2132,OASIS-OBS ANAL SIST,77,20,20,,7.7,0.4,2024
17542,Pasos-Revista de Turismo y Patrimonio Cultural,0.4,Q4,"Business, Management and Accounting; Social Sciences","GOBIERNO CANARIAS, CONSEJERIA EDUCACION CULTURA & DEPORTES",Spain,126/139,0.6,0.11,1695-7121,1695-7121,PASOS,522,50,52,8.2,8.9,0.4,2024
17542,Physio-Geo,0.4,Q4,Earth and Planetary Sciences; Environmental Science,REVUES ORG,France,241/258,0.4,0.11,1958-573X,1958-573X,PHYSIO-GEO,96,10,10,,14.3,0.2,2024
17542,Psychologie du Travail et des Organisations,0.4,Q4,Psychology; Social Sciences,ELSEVIER,France,109/115,0.4,0.11,1420-2530,1420-2530,PSYCHOL TRAV ORGAN,102,16,16,8.1,12.7,0.3,2024
17542,Review of Pacific Basin Financial Markets and Policies,0.4,Q4,"Economics, Econometrics and Finance",WORLD SCIENTIFIC PUBL CO PTE LTD,Singapore,205/241,0.4,0.11,0219-0915,1793-6705,REV PAC BASIN FINANC,202,31,31,9.1,12.2,0.3,2024
17542,Scientific Bulletin of Mukachevo State University-Series Economics,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",MUKACHEVO STATE UNIV,Ukraine,205/241,,0.11,2313-8114,2518-1254,SCI B MUKACHEVO-ECON,27,41,41,,2.9,0.3,2024
17542,Slovak Journal of Civil Engineering,0.4,Q4,,SCIENDO,,165/183,0.5,0.11,1210-3896,1338-3973,SLOVAK J CIV ENG,186,26,26,6.6,10.5,0.4,2024
17542,Statistics and Applications,0.4,Q4,Mathematics,SOC STATISTICS COMPUTER & APPLICATIONS,India,157/167,0.3,0.11,2454-7395,2454-7395,STAT APPL,180,75,76,7,17.8,0.3,2024
17542,TRAVAIL HUMAIN,0.4,Q4,"Business, Management and Accounting; Psychology; Social Sciences",PRESSES UNIV FRANCE,France,86/93,0.8,0.11,0041-1868,2104-3663,TRAV HUMAIN,292,9,9,10.8,12.7,0.4,2024
17542,Tydskrif Vir Geesteswetenskappe,0.4,Q3,Arts and Humanities; Social Sciences,"SUID-AFRIKAANSE AKAD VIR WETENSKAP EN KUNS, SEKRETARIS",South Africa,49/68,0.2,0.11,0041-4751,,TYDSKR GEESTESWET,124,36,36,5,12,<0.1,2024
17542,Acta Silvae et Ligni,0.4,Q4,,GOZDARSKI INST SLOVENIJE,,82/92,0.5,0.1,2335-3112,2335-3953,ACTA SILVAE LIGNI,48,10,13,,10.9,0.3,2024
17542,Acta Turistica,0.4,Q4,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences","EKONOMSKI FAK SVEUCILISTA, KATEDRA TRGOVINU & TURIZAM",Croatia,126/139,0.5,0.1,0353-4316,1848-6061,ACTA TURISTICA,57,6,8,,7.7,0.4,2024
17542,Architecture Civil Engineering Environment,0.4,Q4,,SILESIAN UNIV TECHNOLOGY,,165/183,0.5,0.1,1899-0142,2720-6947,ARCHIT CIV ENG ENVIR,232,35,35,6.1,11,0.4,2024
17542,Ars Pharmaceutica,0.4,Q4,,"UNIV GRANADA, EDITORIAL",,339/352,0.3,0.1,0004-2927,2340-9894,ARS PHARM,177,27,33,8.2,6.7,0.4,2024
17542,Crescent Journal of Medical and Biological Sciences,0.4,Q3,,ARAS PART MEDICAL INT PRESS,,240/332,0.4,0.1,2148-9696,2148-9696,CRESCENT J MED BIOL,205,23,24,5.2,8.4,0.3,2024
17542,Current Psychiatry Research and Reviews,0.4,Q4,Medicine,BENTHAM SCIENCE PUBL LTD,United Arab Emirates,265/288,0.9,0.1,2666-0822,2666-0830,CURR PSYCHIAT RES RE,77,30,51,,8.8,0.4,2024
17542,Hippokratia,0.4,Q3,Medicine,LITHOGRAPHIA,Greece,240/332,0.6,0.1,1108-4189,1108-4189,HIPPOKRATIA,1056,13,14,12.8,6.6,0.4,2024
17542,International Journal of e-Collaboration,0.4,Q4,Computer Science,IGI GLOBAL,United States,248/258,0.4,0.1,1548-3673,1548-3681,INT J E-COLLAB,1632,57,57,9.5,3.6,0.4,2024
